,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,make_code
39880,7.9,25.0,0.0,2.2,10.1,7,31.0,7,7,20.0,17.0,54.0,32.0,1022.1,1019.6,0.0,0.0,15.3,24.5,0,0,0
119085,11.9,19.6,0.6,2.6,3.9,4,19.0,1,14,6.0,7.0,88.0,78.0,1021.3,1020.3,7.0,7.0,15.4,18.4,0,1,1
34028,11.6,26.9,0.0,3.0,10.2,7,26.0,7,14,13.0,9.0,56.0,27.0,1021.1,1018.6,0.0,1.0,17.4,26.7,0,0,0
83059,12.8,26.1,0.0,2.6,9.9,1,13.0,12,4,4.0,7.0,73.0,43.0,1022.7,1019.9,0.0,1.0,18.5,24.6,0,0,0
76945,14.8,21.7,0.0,7.4,5.2,6,46.0,3,6,15.0,24.0,44.0,47.0,1014.7,1014.7,3.0,5.0,18.3,20.8,0,0,0
92047,16.9,29.0,0.0,4.4,11.1,1,41.0,8,0,7.0,28.0,58.0,50.0,1018.7,1016.3,1.0,1.0,25.0,27.6,0,0,0
73944,11.2,19.1,0.0,3.2,3.8,7,50.0,6,14,13.0,28.0,93.0,66.0,1013.5,1013.5,7.0,7.0,14.3,17.6,0,1,1
101169,8.3,22.2,0.0,7.2,8.7,13,54.0,7,13,17.0,30.0,77.0,35.0,1018.4,1018.3,5.0,2.0,16.8,20.5,0,0,0
137299,24.2,29.2,0.0,4.0,0.0,0,31.0,0,1,22.0,19.0,79.0,73.0,1011.4,1010.2,7.0,7.0,25.9,28.4,0,0,0
60930,6.9,23.0,0.0,2.4,3.7,14,39.0,5,14,9.0,24.0,57.0,38.0,1014.5,1013.5,4.0,7.0,18.0,21.4,0,0,0
86079,21.6,29.0,0.0,7.6,9.4,9,46.0,8,9,17.0,28.0,58.0,55.0,1016.6,1014.3,2.0,2.0,25.5,28.0,0,0,0
98171,11.4,19.2,0.4,3.2,3.8,14,65.0,6,14,17.0,39.0,94.0,87.0,1014.5,1015.6,5.0,7.0,13.9,12.3,0,1,1
69374,15.7,26.3,0.0,7.4,4.8,7,33.0,6,14,15.0,17.0,24.0,26.0,1018.1,1017.7,5.0,7.0,20.7,24.0,0,0,0
21811,17.5,21.6,0.0,4.0,8.4,12,50.0,15,15,22.0,26.0,64.0,59.0,1014.0,1012.9,2.0,2.0,19.8,20.9,0,1,1
10119,9.1,23.0,0.0,2.8,10.2,2,17.0,12,4,6.0,7.0,70.0,48.0,1022.1,1020.4,0.0,0.0,18.1,22.9,0,0,0
13068,6.8,27.4,0.0,4.6,10.5,12,28.0,0,12,13.0,13.0,47.0,18.0,1023.0,1019.7,0.0,0.0,16.9,26.7,0,0,0
115892,11.4,19.1,0.4,2.6,3.9,5,28.0,1,6,9.0,6.0,92.0,89.0,1021.3,1020.4,7.0,7.0,14.2,17.3,0,1,1
37033,8.4,24.4,0.0,2.4,5.8,0,22.0,0,7,13.0,7.0,65.0,29.0,1022.5,1019.4,6.0,5.0,13.0,24.1,0,0,0
64236,14.6,26.2,0.0,7.2,9.8,3,48.0,3,5,33.0,20.0,59.0,35.0,1028.2,1026.9,0.0,1.0,17.7,25.5,0,0,0
101475,13.3,27.1,0.0,5.0,7.2,3,41.0,3,5,13.0,17.0,47.0,30.0,1025.4,1023.4,6.0,8.0,21.1,26.0,0,0,0
98477,12.9,27.8,0.0,4.6,9.6,3,46.0,5,3,19.0,22.0,53.0,27.0,1026.3,1024.2,1.0,3.0,18.8,27.3,0,0,0
134421,12.0,29.9,0.0,8.4,8.7,5,35.0,1,1,4.0,11.0,40.0,28.0,1019.9,1017.0,7.0,7.0,21.4,29.1,0,0,0
104469,15.3,29.6,0.0,12.0,10.0,5,48.0,5,3,33.0,28.0,34.0,23.0,1022.8,1021.0,2.0,5.0,22.2,27.7,0,0,0
22117,14.0,20.8,0.8,2.8,9.5,8,26.0,12,12,13.0,19.0,61.0,51.0,1025.3,1022.6,2.0,2.0,18.5,20.0,0,0,0
92353,21.4,27.0,1.2,7.0,1.2,9,54.0,10,2,20.0,33.0,78.0,62.0,1020.3,1017.7,7.0,7.0,23.8,25.3,1,0,0
69680,13.0,27.5,0.0,4.0,9.4,4,35.0,5,4,17.0,17.0,58.0,23.0,1027.9,1025.2,0.0,1.0,18.4,27.1,0,0,0
67285,13.5,25.5,0.0,7.2,9.8,3,48.0,3,5,33.0,20.0,57.0,40.0,1028.5,1026.7,1.0,1.0,17.7,25.0,0,0,0
64601,4.2,16.8,0.0,3.8,2.1,3,61.0,3,3,31.0,35.0,55.0,56.0,1022.2,1018.3,7.0,8.0,12.3,16.2,0,1,1
37704,6.4,19.5,0.0,3.0,7.0,0,28.0,0,4,17.0,15.0,59.0,49.0,1026.0,1021.8,7.0,7.0,12.9,18.4,0,0,0
77616,5.0,19.1,0.0,3.8,2.1,4,35.0,13,5,4.0,11.0,73.0,54.0,1022.2,1018.4,7.0,8.0,9.6,17.5,0,1,1
83727,14.7,24.7,0.0,4.0,8.9,10,28.0,12,2,9.0,13.0,63.0,47.0,1024.3,1021.1,2.0,7.0,19.9,23.4,0,0,0
137970,22.0,33.1,0.0,8.6,11.2,1,33.0,1,4,17.0,11.0,65.0,36.0,1012.5,1009.2,2.0,1.0,26.7,32.1,0,0,0
128722,2.4,16.1,0.0,1.2,7.8,6,41.0,6,3,28.0,13.0,93.0,49.0,1022.5,1017.9,1.0,4.0,4.1,15.6,0,1,1
74614,6.9,16.1,0.0,2.2,0.7,6,44.0,3,5,22.0,15.0,65.0,68.0,1016.1,1012.8,5.0,7.0,13.1,15.6,0,1,1
34699,11.7,20.4,1.0,3.0,3.0,11,30.0,7,1,13.0,17.0,73.0,64.0,1026.3,1023.6,4.0,7.0,14.2,18.6,0,0,0
86749,21.7,29.0,0.0,5.4,9.1,9,43.0,8,9,17.0,33.0,60.0,59.0,1016.7,1013.9,1.0,4.0,25.4,26.0,0,0,0
134786,11.0,29.7,0.0,5.8,9.1,3,31.0,6,13,22.0,9.0,25.0,20.0,1016.8,1013.4,3.0,5.0,21.1,28.1,0,0,0
98842,7.8,18.2,0.0,2.2,0.7,3,52.0,5,6,28.0,19.0,60.0,66.0,1015.5,1013.1,8.0,7.0,14.4,15.2,0,1,1
70408,10.2,18.0,0.0,0.8,0.3,14,39.0,7,14,15.0,20.0,71.0,46.0,1020.8,1017.6,7.0,8.0,14.5,17.8,0,0,0
138335,20.1,32.5,0.0,8.0,11.0,5,35.0,9,0,20.0,19.0,35.0,25.0,1013.8,1010.8,1.0,0.0,24.3,31.4,0,0,0
135151,3.0,22.0,0.0,3.4,10.8,2,31.0,0,9,11.0,13.0,38.0,17.0,1022.9,1019.7,1.0,1.0,14.0,21.3,0,0,0
64966,11.2,18.9,0.0,3.0,7.2,6,59.0,3,6,22.0,30.0,69.0,56.0,1013.9,1010.9,1.0,6.0,14.4,16.8,0,1,1
87112,18.1,28.7,0.0,5.6,10.8,9,37.0,10,9,15.0,28.0,55.0,48.0,1016.5,1012.9,1.0,1.0,24.8,28.1,0,0,0
35064,11.3,22.2,0.0,2.8,10.3,14,46.0,14,14,22.0,17.0,44.0,31.0,1017.2,1013.7,1.0,1.0,16.0,21.9,0,0,0
77981,11.8,18.5,0.0,3.0,7.2,7,48.0,3,6,19.0,24.0,75.0,61.0,1014.2,1010.9,1.0,6.0,13.8,16.7,0,1,1
32055,11.4,21.0,0.0,2.8,10.3,14,35.0,13,7,19.0,19.0,52.0,36.0,1017.1,1013.9,1.0,1.0,14.5,20.7,0,0,0
93083,13.8,29.5,0.0,6.8,10.5,8,35.0,11,1,13.0,28.0,40.0,28.0,1017.7,1013.5,0.0,0.0,23.6,27.7,0,0,0
38069,7.9,17.1,0.0,1.8,1.9,14,37.0,14,14,17.0,26.0,69.0,47.0,1019.5,1016.6,7.0,7.0,12.3,15.5,0,0,0
84086,11.7,23.7,0.0,4.0,10.3,13,20.0,12,14,6.0,9.0,60.0,34.0,1018.9,1015.2,1.0,0.0,17.6,23.4,0,0,0
117294,3.6,20.9,0.0,3.0,8.9,10,30.0,3,8,4.0,13.0,62.0,45.0,1025.5,1023.9,1.0,3.0,14.9,20.8,0,0,0
138701,25.8,32.7,0.0,5.2,8.4,10,35.0,1,6,9.0,9.0,77.0,74.0,1011.4,1008.2,3.0,6.0,29.7,31.2,0,0,0
84447,18.1,28.2,0.6,3.2,9.1,3,24.0,12,4,4.0,11.0,85.0,66.0,1016.3,1012.3,7.0,7.0,20.9,25.8,0,0,0
139066,22.4,33.2,0.0,6.8,11.2,2,46.0,9,0,13.0,20.0,55.0,26.0,1013.8,1010.1,1.0,1.0,25.8,32.8,0,0,0
32786,10.7,21.0,0.0,9.6,7.5,10,31.0,13,8,19.0,13.0,67.0,45.0,1026.9,1024.0,5.0,1.0,13.3,19.8,0,0,0
35791,10.6,18.8,0.0,9.6,7.5,8,41.0,7,8,15.0,24.0,65.0,61.0,1026.7,1024.1,5.0,1.0,14.5,18.0,0,0,0
117659,16.9,21.2,1.4,2.0,2.0,11,35.0,8,12,13.0,22.0,83.0,50.0,1019.8,1019.5,7.0,7.0,18.2,20.2,1,0,0
32993,9.2,17.0,0.0,2.6,6.0,14,59.0,13,7,26.0,35.0,52.0,34.0,1011.2,1007.9,3.0,6.0,12.3,15.6,0,0,0
85045,17.5,27.2,0.0,3.6,7.9,10,33.0,9,2,17.0,15.0,76.0,51.0,1017.9,1014.4,8.0,7.0,21.2,26.5,0,0,0
82035,7.7,21.6,0.0,4.0,9.9,13,39.0,13,13,7.0,17.0,54.0,36.0,1018.0,1014.0,1.0,1.0,17.4,21.4,0,0,0
6098,5.5,14.3,0.8,2.8,6.2,13,46.0,13,13,13.0,24.0,84.0,57.0,1017.4,1015.1,1.0,7.0,8.8,12.9,0,0,0
114857,8.5,23.3,0.0,1.8,8.9,5,35.0,4,5,13.0,20.0,51.0,26.0,1019.7,1014.8,0.0,4.0,14.2,21.6,0,0,0
44937,4.7,9.1,0.2,1.8,3.2,6,50.0,14,7,24.0,35.0,65.0,80.0,1010.7,1008.3,6.0,7.0,6.6,6.2,0,1,1
91013,13.7,26.8,0.0,6.2,10.5,11,35.0,11,10,17.0,9.0,29.0,22.0,1019.7,1015.7,5.0,7.0,21.9,26.6,0,0,0
68339,6.8,14.6,1.0,1.6,7.3,13,54.0,14,15,22.0,20.0,88.0,69.0,1013.2,1013.7,3.0,1.0,9.3,13.7,0,0,0
103137,5.4,17.6,0.0,4.4,9.3,15,54.0,13,15,20.0,31.0,78.0,51.0,1021.8,1020.4,1.0,4.0,9.6,16.7,0,0,0
133080,3.0,18.2,0.0,3.2,10.3,0,28.0,14,2,2.0,9.0,65.0,34.0,1025.3,1022.0,0.0,1.0,10.3,17.7,0,0,0
62895,5.1,12.2,1.2,2.4,2.7,13,70.0,3,15,22.0,37.0,80.0,59.0,1007.0,1007.0,7.0,7.0,7.6,10.5,1,1,1
136264,23.3,32.3,0.0,5.0,9.9,0,37.0,9,0,15.0,13.0,76.0,32.0,1016.4,1012.8,7.0,5.0,25.7,31.3,0,0,0
118050,4.3,23.1,0.0,1.8,8.9,4,31.0,4,3,11.0,11.0,69.0,27.0,1019.4,1014.4,0.0,4.0,12.2,23.0,0,1,1
12039,6.0,17.1,0.0,4.0,8.5,14,48.0,14,13,17.0,31.0,73.0,36.0,1018.1,1015.9,3.0,5.0,11.7,16.1,0,0,0
36363,5.1,9.2,0.0,0.6,0.2,7,33.0,3,14,2.0,15.0,82.0,91.0,1013.9,1011.6,7.0,8.0,6.9,7.5,0,1,1
12404,2.7,18.4,0.0,2.6,8.9,14,41.0,3,15,13.0,31.0,76.0,32.0,1019.0,1015.7,2.0,5.0,10.6,17.2,0,0,0
9450,9.7,22.3,0.2,1.8,7.7,6,35.0,15,6,9.0,19.0,66.0,33.0,1015.9,1009.5,7.0,6.0,16.2,21.5,0,0,0
133445,6.3,18.5,0.0,3.0,5.1,10,41.0,15,9,6.0,26.0,56.0,39.0,1024.7,1022.2,5.0,8.0,10.8,16.8,0,0,0
39336,3.8,18.3,0.2,1.6,9.3,13,72.0,7,14,13.0,41.0,84.0,31.0,1014.0,1009.7,3.0,1.0,10.7,16.8,0,0,0
63260,7.4,12.2,1.4,2.8,3.1,12,61.0,6,15,22.0,31.0,87.0,83.0,1010.3,1009.9,7.0,4.0,7.4,9.0,1,1,1
33358,7.6,17.9,0.0,2.2,7.2,14,56.0,7,13,9.0,31.0,70.0,29.0,1012.2,1008.5,7.0,4.0,11.7,16.7,0,0,0
91378,13.3,26.8,0.0,3.4,10.7,1,24.0,11,4,11.0,19.0,66.0,55.0,1018.4,1014.9,1.0,1.0,21.9,25.7,0,0,0
82394,12.5,23.9,0.0,1.2,7.4,13,26.0,15,14,2.0,7.0,78.0,53.0,1018.6,1012.7,7.0,7.0,15.8,22.2,0,0,0
68704,4.6,14.9,0.8,2.0,7.8,12,50.0,13,15,19.0,28.0,87.0,63.0,1017.0,1017.4,1.0,7.0,9.4,13.8,0,0,0
136629,20.4,31.2,0.0,4.4,10.9,2,39.0,9,1,17.0,15.0,64.0,42.0,1014.3,1010.7,1.0,3.0,23.5,30.5,0,0,0
21142,13.1,18.2,1.2,3.2,9.0,11,46.0,8,9,15.0,13.0,73.0,67.0,1018.0,1015.8,2.0,7.0,16.0,17.0,1,0,0
6462,2.0,13.7,0.0,1.8,5.7,15,48.0,7,15,17.0,20.0,70.0,52.0,1017.9,1016.9,7.0,4.0,8.1,13.1,0,0,0
85410,16.8,28.4,0.0,5.6,10.6,9,35.0,2,2,13.0,19.0,64.0,44.0,1017.0,1013.8,1.0,1.0,23.3,27.6,0,0,0
45302,3.0,7.7,0.0,1.6,0.7,6,46.0,3,7,20.0,20.0,74.0,79.0,1012.7,1009.9,7.0,7.0,5.8,6.0,0,0,0
60260,2.2,11.9,0.0,2.0,0.7,13,59.0,7,13,17.0,31.0,64.0,84.0,1007.1,1006.5,7.0,7.0,9.5,8.9,0,1,1
103500,6.1,16.4,0.0,3.0,8.4,11,43.0,12,11,19.0,30.0,77.0,45.0,1024.9,1024.3,1.0,6.0,10.1,15.7,0,0,0
45633,1.7,13.0,0.0,1.8,4.0,12,39.0,7,15,19.0,17.0,74.0,41.0,1015.4,1013.5,4.0,7.0,6.3,11.4,0,0,0
91712,16.6,25.9,0.0,4.8,7.7,1,28.0,2,4,9.0,19.0,74.0,63.0,1015.2,1012.2,6.0,7.0,22.5,24.5,0,0,0
33693,7.4,17.2,0.0,3.6,9.9,13,52.0,14,13,30.0,33.0,50.0,39.0,1013.6,1011.3,1.0,3.0,11.1,16.2,0,0,0
69039,1.0,14.1,0.0,1.4,7.8,8,35.0,11,11,11.0,19.0,86.0,47.0,1025.7,1023.4,0.0,3.0,4.7,13.5,0,0,0
85745,19.6,28.3,0.0,5.0,6.0,10,30.0,10,0,15.0,19.0,71.0,59.0,1013.9,1011.1,7.0,7.0,23.9,25.8,0,0,0
12739,-1.2,11.7,0.0,3.2,2.1,12,31.0,15,15,15.0,20.0,68.0,42.0,1021.1,1018.1,6.0,6.0,4.0,10.6,0,0,0
136964,19.7,30.4,0.0,4.8,8.7,3,26.0,10,7,11.0,13.0,71.0,43.0,1011.9,1008.9,7.0,6.0,22.1,30.0,0,0,0
21476,18.2,20.9,0.0,2.2,0.1,5,43.0,5,5,17.0,20.0,79.0,79.0,1017.1,1014.3,7.0,7.0,19.8,20.0,0,1,1
36698,2.8,14.0,0.0,0.4,3.6,13,30.0,14,12,9.0,20.0,95.0,53.0,1019.2,1016.5,8.0,6.0,5.4,14.0,0,0,0
118750,12.3,19.9,0.0,3.2,9.2,4,41.0,4,4,20.0,17.0,61.0,34.0,1027.8,1023.9,3.0,0.0,14.7,19.8,0,0,0
97836,7.7,13.1,0.2,0.6,3.6,8,52.0,8,8,30.0,22.0,92.0,89.0,1026.8,1025.6,7.0,7.0,10.7,11.7,0,1,1
115557,13.2,20.3,0.0,3.2,9.2,1,61.0,4,1,28.0,28.0,61.0,31.0,1028.2,1024.4,3.0,0.0,14.9,20.1,0,0,0
103830,2.5,13.2,0.0,4.0,6.8,9,44.0,9,10,17.0,24.0,99.0,59.0,1028.7,1025.7,1.0,6.0,7.8,12.3,0,0,0
82727,12.2,12.6,0.0,2.8,0.0,13,22.0,13,13,7.0,7.0,42.0,45.0,1017.4,1014.9,7.0,7.0,12.4,12.0,0,0,0
100834,5.2,12.1,0.2,0.6,1.6,10,35.0,8,11,19.0,15.0,85.0,70.0,1028.7,1025.9,6.0,6.0,8.1,11.9,0,0,0
10150,6.9,18.0,0.0,2.2,9.0,12,33.0,12,8,13.0,13.0,66.0,70.0,1025.5,1023.4,1.0,1.0,14.2,17.8,0,0,0
37064,-0.4,14.6,0.0,0.2,8.8,2,15.0,0,12,13.0,6.0,82.0,44.0,1027.5,1024.9,0.0,1.0,3.9,14.1,0,0,0
119116,11.1,19.2,0.6,0.6,2.0,4,24.0,5,4,6.0,13.0,82.0,66.0,1018.8,1014.7,7.0,7.0,15.4,18.5,0,1,1
34059,6.3,17.2,0.0,2.0,9.5,7,24.0,14,9,11.0,9.0,64.0,42.0,1026.7,1023.9,1.0,1.0,10.8,16.4,0,1,1
115923,10.4,19.3,0.2,0.6,2.0,4,33.0,4,5,17.0,13.0,67.0,65.0,1018.6,1014.9,7.0,7.0,16.2,18.4,0,1,1
137330,16.7,29.3,0.0,6.0,10.7,0,37.0,9,0,17.0,20.0,46.0,25.0,1016.1,1012.2,0.0,0.0,21.1,28.8,0,0,0
83090,12.7,20.3,0.0,2.4,6.0,10,26.0,15,9,6.0,11.0,79.0,61.0,1023.8,1020.5,6.0,5.0,14.9,18.9,0,1,1
86110,13.5,26.3,0.0,7.0,10.7,8,30.0,6,2,9.0,13.0,72.0,52.0,1016.2,1012.6,1.0,1.0,20.0,25.4,0,0,0
13097,6.8,20.2,0.0,2.0,7.6,0,24.0,0,10,13.0,11.0,77.0,32.0,1024.8,1021.7,7.0,5.0,10.8,18.4,0,0,0
137636,22.3,31.8,0.0,6.2,10.9,9,44.0,2,1,20.0,20.0,58.0,36.0,1011.9,1008.2,2.0,5.0,24.8,31.2,0,0,0
74280,9.0,14.3,0.0,1.0,3.6,3,39.0,3,3,15.0,15.0,78.0,67.0,1023.8,1020.0,8.0,3.0,10.4,13.5,0,0,0
31360,11.0,18.9,0.0,7.0,6.9,1,26.0,13,1,13.0,15.0,80.0,63.0,1028.6,1024.3,4.0,7.0,12.6,18.4,0,0,0
37370,2.3,16.7,0.0,1.0,8.9,0,20.0,0,1,15.0,7.0,83.0,55.0,1027.3,1023.9,6.0,5.0,7.4,15.8,0,0,0
22148,13.7,17.8,0.0,1.2,3.1,8,39.0,8,9,13.0,19.0,73.0,68.0,1022.9,1021.1,3.0,8.0,17.4,17.2,0,0,0
13399,11.1,22.2,0.0,3.0,1.6,5,31.0,1,1,13.0,15.0,74.0,53.0,1026.6,1023.2,6.0,7.0,15.3,20.8,0,0,0
61267,-1.3,14.4,0.2,1.2,7.0,7,20.0,13,5,9.0,6.0,91.0,53.0,1027.4,1023.9,5.0,7.0,2.1,13.3,0,0,0
98508,9.8,15.0,0.0,1.0,3.6,3,39.0,3,3,19.0,22.0,71.0,62.0,1024.4,1019.8,8.0,8.0,10.4,14.1,0,0,0
119422,11.3,21.0,0.6,1.2,3.5,14,35.0,5,6,9.0,11.0,90.0,87.0,1018.6,1015.2,4.0,6.0,15.8,18.8,0,1,1
34365,11.1,20.5,0.0,7.0,6.9,4,31.0,7,4,11.0,26.0,66.0,58.0,1028.6,1024.0,4.0,7.0,14.5,18.7,0,0,0
116229,10.9,21.0,0.4,1.2,3.5,7,39.0,3,6,17.0,20.0,86.0,83.0,1018.9,1015.4,4.0,6.0,15.0,18.7,0,1,1
134452,9.2,26.1,0.0,4.0,10.2,0,30.0,12,10,7.0,13.0,70.0,41.0,1021.9,1017.3,7.0,1.0,15.2,23.9,0,0,0
77282,2.4,13.7,0.0,1.6,6.6,6,31.0,1,6,7.0,15.0,99.0,58.0,1027.1,1023.6,7.0,7.0,4.2,13.0,0,0,0
64267,4.5,13.9,0.0,1.6,6.6,3,33.0,3,6,20.0,15.0,71.0,57.0,1026.8,1023.5,7.0,7.0,7.7,13.1,0,0,0
69711,2.3,16.5,0.0,2.2,8.2,5,19.0,4,3,7.0,7.0,79.0,40.0,1026.3,1022.4,6.0,1.0,6.9,16.1,0,0,0
92384,18.7,27.4,0.0,6.0,4.9,2,50.0,10,0,19.0,28.0,74.0,64.0,1018.4,1014.9,7.0,7.0,22.1,25.0,0,0,0
134817,0.3,18.7,0.0,5.0,10.5,2,41.0,0,2,11.0,22.0,62.0,30.0,1025.5,1021.8,1.0,3.0,10.0,18.2,0,0,0
40427,7.8,19.5,1.0,1.8,5.6,8,52.0,14,11,19.0,28.0,73.0,74.0,1027.5,1026.3,2.0,6.0,11.9,16.9,0,1,1
83758,14.4,22.4,0.0,4.4,3.9,9,28.0,12,9,9.0,11.0,57.0,51.0,1022.6,1020.7,7.0,7.0,18.3,20.9,0,0,0
13743,5.9,21.4,0.0,11.0,9.9,10,35.0,9,10,19.0,20.0,54.0,21.0,1025.2,1022.4,1.0,1.0,13.7,20.8,0,0,0
116594,14.1,23.7,0.2,1.2,2.6,6,35.0,5,3,11.0,15.0,79.0,44.0,1016.3,1012.8,6.0,5.0,16.2,22.9,0,1,1
119787,14.2,23.8,0.8,1.2,2.6,6,24.0,5,6,9.0,13.0,78.0,44.0,1016.1,1012.8,6.0,5.0,16.5,23.6,0,1,1
138001,19.0,30.2,0.0,8.8,11.0,2,52.0,9,0,28.0,17.0,38.0,19.0,1013.4,1009.2,1.0,1.0,22.5,29.6,0,0,0
22513,16.0,19.9,0.0,1.4,0.7,10,31.0,9,8,13.0,24.0,81.0,77.0,1017.2,1015.0,7.0,7.0,17.9,18.8,0,0,0
40689,5.5,23.0,0.0,2.6,7.8,14,63.0,7,14,24.0,35.0,72.0,33.0,1021.9,1020.0,6.0,2.0,14.1,22.4,0,1,1
35095,12.0,23.3,0.0,4.0,6.5,7,35.0,15,14,11.0,13.0,66.0,28.0,1020.6,1019.4,6.0,5.0,15.8,22.1,0,1,1
116959,11.4,22.9,0.0,3.0,8.9,1,48.0,1,1,35.0,24.0,68.0,41.0,1027.7,1024.5,1.0,3.0,13.3,22.5,0,0,0
22878,16.2,20.1,0.0,4.8,7.4,0,37.0,0,0,19.0,19.0,50.0,52.0,1027.7,1025.4,7.0,1.0,18.2,18.9,0,0,0
70439,8.8,15.5,0.0,3.3,3.8,11,33.0,11,11,15.0,17.0,90.0,53.0,1025.3,1026.2,8.0,8.0,10.8,14.5,0,0,0
84116,11.7,24.2,0.0,3.4,3.5,12,17.0,12,13,7.0,4.0,74.0,51.0,1025.7,1022.7,7.0,7.0,16.6,23.0,0,0,0
138366,21.0,31.7,0.0,6.6,10.7,2,39.0,0,0,26.0,17.0,65.0,28.0,1014.4,1010.0,6.0,3.0,25.4,31.2,0,0,0
38100,4.6,14.3,0.0,1.8,2.2,12,26.0,6,13,7.0,11.0,78.0,69.0,1022.8,1023.0,7.0,6.0,8.5,13.8,0,0,0
14027,7.9,23.6,0.0,3.0,4.5,5,26.0,5,8,15.0,17.0,76.0,47.0,1026.2,1023.3,7.0,3.0,14.7,22.0,0,0,0
120152,9.7,22.9,0.0,3.0,8.9,1,30.0,1,0,15.0,11.0,68.0,47.0,1027.5,1024.3,1.0,3.0,14.6,22.6,0,0,0
32086,13.6,22.6,0.0,4.0,6.5,6,30.0,14,15,13.0,19.0,57.0,29.0,1020.7,1019.5,6.0,5.0,17.1,21.9,0,1,1
35460,15.1,23.1,0.2,4.8,6.0,14,57.0,3,7,30.0,35.0,61.0,26.0,1006.6,1005.7,7.0,1.0,18.3,22.6,0,0,0
32452,13.8,22.0,0.2,4.8,6.0,7,59.0,6,14,31.0,17.0,62.0,32.0,1006.8,1005.9,7.0,1.0,17.4,21.6,0,0,0
84478,11.3,28.1,0.0,4.8,9.8,4,15.0,12,1,2.0,7.0,57.0,36.0,1015.4,1012.2,0.0,1.0,18.9,26.0,0,0,0
138732,25.0,33.0,0.0,6.4,10.5,3,33.0,0,3,6.0,20.0,73.0,62.0,1014.4,1010.8,3.0,2.0,28.8,32.0,0,0,0
117325,7.7,16.3,0.0,1.8,3.2,3,28.0,5,6,11.0,13.0,69.0,58.0,1028.4,1026.0,7.0,5.0,10.2,15.9,0,0,0
120518,8.3,17.3,0.0,1.8,3.2,3,22.0,5,6,9.0,9.0,66.0,58.0,1028.3,1025.8,7.0,5.0,10.5,16.5,0,1,1
84838,10.9,23.2,0.0,3.2,6.7,13,19.0,12,12,6.0,7.0,58.0,52.0,1021.6,1019.5,1.0,6.0,17.4,22.0,0,0,0
139097,20.6,29.4,0.0,10.6,5.4,0,46.0,9,2,17.0,22.0,46.0,26.0,1016.5,1013.0,7.0,5.0,21.6,28.5,0,0,0
135929,17.3,29.2,0.0,9.6,10.6,2,50.0,9,2,31.0,24.0,26.0,15.0,1019.1,1015.2,1.0,0.0,20.3,28.6,0,0,0
126682,5.4,11.4,0.4,0.8,6.0,7,35.0,7,3,11.0,13.0,88.0,74.0,1017.8,1012.4,2.0,7.0,7.5,10.7,0,0,0
65753,3.6,14.8,1.2,0.4,6.5,3,35.0,3,15,11.0,17.0,95.0,61.0,1023.1,1019.6,1.0,7.0,4.2,13.1,1,1,1
44602,-1.3,8.8,0.0,0.8,2.8,14,39.0,7,7,9.0,15.0,95.0,68.0,1020.0,1016.8,7.0,6.0,1.8,8.0,0,0,0
100165,1.5,14.5,0.0,1.6,9.1,4,39.0,1,4,9.0,22.0,76.0,56.0,1024.6,1020.9,3.0,6.0,9.6,14.2,0,1,1
136294,18.2,30.1,0.0,7.2,10.8,2,35.0,9,9,20.0,17.0,32.0,15.0,1014.3,1010.4,3.0,4.0,20.9,29.1,0,0,0
82064,11.1,20.7,0.0,1.8,9.3,8,41.0,12,10,9.0,15.0,69.0,47.0,1023.1,1020.2,2.0,2.0,15.2,19.9,0,0,0
12069,2.3,19.0,0.0,3.0,9.8,9,28.0,8,9,2.0,11.0,63.0,36.0,1026.2,1023.1,1.0,3.0,11.1,18.3,0,0,0
97166,3.4,15.2,0.0,2.0,8.8,4,43.0,4,5,13.0,22.0,87.0,58.0,1026.7,1022.7,5.0,6.0,6.8,14.5,0,0,0
103167,4.0,18.7,0.0,4.2,9.4,5,33.0,4,3,11.0,17.0,44.0,20.0,1023.4,1019.7,1.0,6.0,10.0,17.9,0,0,0
85075,19.1,27.6,0.0,5.8,5.3,9,39.0,10,9,20.0,28.0,72.0,57.0,1015.4,1013.1,5.0,3.0,22.3,25.0,0,0,0
91043,17.1,26.4,0.0,6.8,10.3,1,35.0,11,1,15.0,26.0,56.0,58.0,1017.6,1014.4,1.0,2.0,21.9,23.8,0,0,0
6128,6.3,17.0,0.0,2.2,10.0,1,30.0,0,0,19.0,11.0,64.0,42.0,1027.8,1024.9,1.0,1.0,9.8,16.9,0,0,0
133110,2.0,21.1,0.0,4.0,10.3,2,26.0,3,0,2.0,11.0,51.0,19.0,1021.9,1018.5,2.0,0.0,10.3,20.4,0,0,0
72945,0.2,15.3,0.2,2.0,8.8,5,26.0,3,5,7.0,17.0,95.0,61.0,1027.8,1024.0,2.0,2.0,4.3,15.0,0,0,0
6492,5.5,17.8,0.0,2.2,8.8,0,31.0,2,0,15.0,17.0,80.0,42.0,1027.0,1023.8,1.0,1.0,9.4,17.7,0,0,0
